DATE,TIME,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SPREAD,DATETIME
2021.02.01,10:15:00,161400,161600,159120,159200,1026,765472,10,2021-02-01 10:15:00
2021.02.01,10:20:00,159200,159850,158510,158990,805,572000,10,2021-02-01 10:20:00
2021.02.01,10:25:00,158990,159200,158020,158580,822,508681,10,2021-02-01 10:25:00
2021.02.01,10:30:00,158580,158850,157490,157500,1009,749882,10,2021-02-01 10:30:00
2021.02.01,10:35:00,157500,157550,156400,156600,1470,904656,10,2021-02-01 10:35:00
2021.02.01,10:40:00,156590,156590,154120,154120,1921,1577003,10,2021-02-01 10:40:00
2021.02.01,10:45:00,154130,155970,154000,155450,1492,1205221,10,2021-02-01 10:45:00
2021.02.01,10:50:00,155000,155300,154110,154140,1049,571689,10,2021-02-01 10:50:00
2021.02.01,10:55:00,154140,154140,152000,152000,2042,1162221,10,2021-02-01 10:55:00
2021.02.01,11:00:00,152000,152010,149000,150220,2521,1762022,10,2021-02-01 11:00:00
2021.02.01,11:05:00,150200,150530,149450,149600,1622,1082064,10,2021-02-01 11:05:00
2021.02.01,11:10:00,149600,150480,149510,150360,1027,643427,10,2021-02-01 11:10:00
2021.02.01,11:15:00,150360,150390,148500,149060,1667,991407,10,2021-02-01 11:15:00
2021.02.01,11:20:00,149100,151200,148940,151200,1101,1135019,10,2021-02-01 11:20:00
2021.02.01,11:25:00,151200,152800,149800,151000,1400,1226586,10,2021-02-01 11:25:00
2021.02.01,11:30:00,151000,152000,150030,151100,740,466613,10,2021-02-01 11:30:00
2021.02.01,11:35:00,151100,153000,151000,152590,1015,743504,10,2021-02-01 11:35:00
2021.02.01,11:40:00,152500,154750,152050,153930,1327,1082895,10,2021-02-01 11:40:00
2021.02.01,11:45:00,153930,155010,152800,155010,1433,1436256,10,2021-02-01 11:45:00
2021.02.01,11:50:00,155010,155290,152200,152200,1087,900206,10,2021-02-01 11:50:00
2021.02.01,11:55:00,152300,152800,151000,152400,1056,702095,10,2021-02-01 11:55:00
2021.02.01,12:00:00,152400,152400,151530,151750,710,438887,10,2021-02-01 12:00:00
2021.02.01,12:05:00,151700,152280,150450,150890,1118,687907,10,2021-02-01 12:05:00
2021.02.01,12:10:00,150890,150890,149000,149700,1550,1061536,10,2021-02-01 12:10:00
2021.02.01,12:15:00,149790,150000,149600,149820,1139,547558,10,2021-02-01 12:15:00
2021.02.01,12:20:00,149850,149850,149010,149800,1565,984347,10,2021-02-01 12:20:00
2021.02.01,12:25:00,149800,150660,149730,150640,2093,1096470,0,2021-02-01 12:25:00
2021.02.02,09:00:00,150900,150900,146010,148100,1385,1115360,0,2021-02-02 09:00:00
2021.02.02,09:05:00,148000,148900,146710,148150,1659,1264156,10,2021-02-02 09:05:00
2021.02.02,09:10:00,148200,148500,146730,146800,1548,955053,10,2021-02-02 09:10:00
2021.02.02,09:15:00,146800,147510,142000,142100,2124,1623894,10,2021-02-02 09:15:00
2021.02.02,09:20:00,142010,144000,142000,142250,2126,1369224,10,2021-02-02 09:20:00
2021.02.02,09:25:00,142250,142500,142220,142500,1476,870684,10,2021-02-02 09:25:00
2021.02.02,09:30:00,142350,142750,142310,142340,1050,459203,10,2021-02-02 09:30:00
2021.02.02,09:35:00,142310,142340,141810,141810,2392,1475503,10,2021-02-02 09:35:00
2021.02.02,09:40:00,141810,141810,141810,141810,319,164297,1810,2021-02-02 09:40:00
2021.02.02,09:45:00,141810,141810,141810,141810,275,236778,1810,2021-02-02 09:45:00
2021.02.02,09:50:00,141810,141810,141810,141810,328,265732,1810,2021-02-02 09:50:00
2021.02.02,09:55:00,141810,143190,141810,143190,2963,4011780,10,2021-02-02 09:55:00
2021.02.02,10:00:00,142700,146200,142700,145300,2196,2574755,10,2021-02-02 10:00:00
2021.02.02,10:05:00,145300,145300,142490,143800,1191,1151518,10,2021-02-02 10:05:00
2021.02.02,10:10:00,143800,145600,143800,144700,1540,1476539,10,2021-02-02 10:10:00
2021.02.02,10:15:00,144700,146520,144200,144700,1691,1408218,10,2021-02-02 10:15:00
2021.02.02,10:20:00,144700,145500,143210,144920,1060,909354,10,2021-02-02 10:20:00
2021.02.02,10:25:00,144990,144990,144000,144030,713,645231,10,2021-02-02 10:25:00
2021.02.02,10:30:00,144040,144400,143520,143610,769,653500,10,2021-02-02 10:30:00
2021.02.02,10:35:00,143610,143700,142010,142980,1149,963561,10,2021-02-02 10:35:00
2021.02.02,10:40:00,142810,142970,141810,142120,1754,1268153,10,2021-02-02 10:40:00
2021.02.02,10:45:00,142120,143530,141820,143300,915,642585,10,2021-02-02 10:45:00
2021.02.02,10:50:00,143380,143920,142600,143250,850,791258,10,2021-02-02 10:50:00
2021.02.02,10:55:00,143250,144450,143000,144150,1024,886252,10,2021-02-02 10:55:00
2021.02.02,11:00:00,144100,147300,143830,147290,1938,1848197,10,2021-02-02 11:00:00
2021.02.02,11:05:00,147290,147990,144990,147600,1948,1553017,10,2021-02-02 11:05:00
2021.02.02,11:10:00,147900,149470,147800,149000,2504,2477352,10,2021-02-02 11:10:00
2021.02.02,11:15:00,149100,150930,148200,149490,2403,1788920,10,2021-02-02 11:15:00
2021.02.02,11:20:00,149490,152970,149470,151460,2512,1977185,10,2021-02-02 11:20:00
2021.02.02,11:25:00,151460,152100,149000,150200,1939,1997556,10,2021-02-02 11:25:00
2021.02.02,11:30:00,150100,150200,147880,148000,1540,1404892,10,2021-02-02 11:30:00
2021.02.02,11:35:00,147880,148500,144520,144530,1511,1253445,10,2021-02-02 11:35:00
2021.02.02,11:40:00,144950,147600,144520,147500,1310,1290102,10,2021-02-02 11:40:00
2021.02.02,11:45:00,147600,148800,147200,148400,1024,714021,10,2021-02-02 11:45:00
2021.02.02,11:50:00,148500,148700,146810,147170,814,581041,10,2021-02-02 11:50:00
2021.02.02,11:55:00,147170,147490,146500,147000,839,662415,10,2021-02-02 11:55:00
2021.02.02,12:00:00,146720,147280,146000,146000,877,629544,10,2021-02-02 12:00:00
2021.02.02,12:05:00,146000,146100,143500,144290,1437,1274088,10,2021-02-02 12:05:00
2021.02.02,12:10:00,144200,144200,143000,143500,1442,1388790,10,2021-02-02 12:10:00
2021.02.02,12:15:00,143400,143500,142030,142050,1481,1016817,10,2021-02-02 12:15:00
2021.02.02,12:20:00,142030,142450,142000,142000,2087,1376960,10,2021-02-02 12:20:00
2021.02.02,12:25:00,142000,142020,141810,141820,4302,4120319,0,2021-02-02 12:25:00
2021.02.03,09:00:00,145200,150710,145200,150530,1774,2070187,0,2021-02-03 09:00:00
2021.02.03,09:05:00,150530,151500,147000,147000,3725,3928749,10,2021-02-03 09:05:00
2021.02.03,09:10:00,147000,147200,144000,145220,2641,2659175,10,2021-02-03 09:10:00
2021.02.03,09:15:00,145100,145220,140010,141800,2253,1840463,10,2021-02-03 09:15:00
2021.02.03,09:20:00,141710,141810,137500,139000,2372,1952412,10,2021-02-03 09:20:00
2021.02.03,09:25:00,139040,140980,138700,138800,1449,1292543,10,2021-02-03 09:25:00
2021.02.03,09:30:00,138800,139010,137900,138250,1464,1019632,10,2021-02-03 09:30:00
2021.02.03,09:35:00,138250,138250,137020,137700,1644,935975,10,2021-02-03 09:35:00
2021.02.03,09:40:00,137700,139420,137100,138720,1245,1149049,10,2021-02-03 09:40:00
2021.02.03,09:45:00,138720,139980,138030,139200,957,899221,10,2021-02-03 09:45:00
2021.02.03,09:50:00,139200,140960,139000,140000,1207,1098468,10,2021-02-03 09:50:00
2021.02.03,09:55:00,140000,141120,138300,138510,1193,1501746,10,2021-02-03 09:55:00
2021.02.03,10:00:00,138600,139500,137020,137500,1353,1169526,10,2021-02-03 10:00:00
2021.02.03,10:05:00,137500,137780,135500,136000,1535,1179053,10,2021-02-03 10:05:00
2021.02.03,10:10:00,136000,136500,135500,135800,1078,661666,10,2021-02-03 10:10:00
2021.02.03,10:15:00,135800,135800,133000,133900,1610,1099488,10,2021-02-03 10:15:00
2021.02.03,10:20:00,133800,134640,133600,133720,843,535546,10,2021-02-03 10:20:00
2021.02.03,10:25:00,133750,134300,133020,134100,1026,734864,10,2021-02-03 10:25:00
2021.02.03,10:30:00,134080,135160,134050,134300,727,448530,10,2021-02-03 10:30:00
2021.02.03,10:35:00,134260,134300,133600,133800,610,287977,10,2021-02-03 10:35:00
2021.02.03,10:40:00,133800,134550,133710,133820,536,276845,10,2021-02-03 10:40:00
2021.02.03,10:45:00,133820,133900,133530,133530,649,299778,10,2021-02-03 10:45:00
2021.02.03,10:50:00,133550,134300,133510,134100,483,258069,10,2021-02-03 10:50:00
2021.02.03,10:55:00,134000,136400,133800,136400,608,505538,10,2021-02-03 10:55:00
2021.02.03,11:00:00,136210,136500,134300,136440,1059,1066634,10,2021-02-03 11:00:00
2021.02.03,11:05:00,136440,137990,134590,134700,1236,1441941,10,2021-02-03 11:05:00
2021.02.03,11:10:00,134700,136000,134610,134850,632,581220,10,2021-02-03 11:10:00
2021.02.03,11:15:00,134850,135350,134600,135210,557,347005,10,2021-02-03 11:15:00
2021.02.03,11:20:00,135210,135440,134500,134900,540,346275,10,2021-02-03 11:20:00
2021.02.03,11:25:00,134910,134950,134000,134000,567,304427,10,2021-02-03 11:25:00
2021.02.03,11:30:00,134010,134720,133500,133550,821,548023,10,2021-02-03 11:30:00
2021.02.03,11:35:00,133600,134000,133540,133810,500,299637,10,2021-02-03 11:35:00
2021.02.03,11:40:00,133810,133820,133590,133600,574,340923,10,2021-02-03 11:40:00
2021.02.03,11:45:00,133600,133810,133010,133810,807,595448,10,2021-02-03 11:45:00
2021.02.03,11:50:00,133810,133980,133350,133780,527,304574,10,2021-02-03 11:50:00
2021.02.03,11:55:00,133700,133790,133450,133600,431,219599,10,2021-02-03 11:55:00
2021.02.03,12:00:00,133600,134000,133500,133990,610,306912,10,2021-02-03 12:00:00
2021.02.03,12:05:00,133980,134610,133660,133660,687,431281,10,2021-02-03 12:05:00
2021.02.03,12:10:00,133660,133800,133030,133070,821,518644,10,2021-02-03 12:10:00
2021.02.03,12:15:00,133050,133290,131900,132700,1885,1290313,10,2021-02-03 12:15:00
2021.02.03,12:20:00,132500,133780,132400,133660,1018,653747,10,2021-02-03 12:20:00
2021.02.03,12:25:00,133660,134420,133600,134310,1868,1435377,0,2021-02-03 12:25:00
2021.02.06,09:00:00,134000,134000,128000,129390,1425,1334208,0,2021-02-06 09:00:00
2021.02.06,09:05:00,129390,131000,128210,128210,1673,1152153,10,2021-02-06 09:05:00
2021.02.06,09:10:00,128210,129500,127900,128200,1580,1026796,10,2021-02-06 09:10:00
2021.02.06,09:15:00,128200,128800,128000,128510,1032,676714,10,2021-02-06 09:15:00
2021.02.06,09:20:00,128510,129400,128000,128510,945,540783,10,2021-02-06 09:20:00
2021.02.06,09:25:00,128510,129000,128250,128700,661,278987,10,2021-02-06 09:25:00
2021.02.06,09:30:00,128650,129500,128610,128770,782,588276,10,2021-02-06 09:30:00
2021.02.06,09:35:00,128700,128770,128220,128390,636,337624,10,2021-02-06 09:35:00
2021.02.06,09:40:00,128360,128390,128010,128050,629,398507,10,2021-02-06 09:40:00
2021.02.06,09:45:00,128050,128100,126900,126900,1240,773432,10,2021-02-06 09:45:00
2021.02.06,09:50:00,126900,127500,126200,126870,755,495978,10,2021-02-06 09:50:00
2021.02.06,09:55:00,126880,127000,126830,126890,529,242382,10,2021-02-06 09:55:00
2021.02.06,10:00:00,126900,126900,126440,126830,750,445436,10,2021-02-06 10:00:00
2021.02.06,10:05:00,126870,127400,126500,126550,600,351461,10,2021-02-06 10:05:00
2021.02.06,10:10:00,126530,126900,126470,126780,530,329741,10,2021-02-06 10:10:00
2021.02.06,10:15:00,126890,126900,126620,126630,432,179042,10,2021-02-06 10:15:00
2021.02.06,10:20:00,126630,127100,126610,127000,476,229340,10,2021-02-06 10:20:00
2021.02.06,10:25:00,127090,127100,126610,126690,428,225344,10,2021-02-06 10:25:00
2021.02.06,10:30:00,126700,126890,126410,126420,546,304815,10,2021-02-06 10:30:00
2021.02.06,10:35:00,126440,126630,126410,126440,493,302912,10,2021-02-06 10:35:00
2021.02.06,10:40:00,126450,126550,126100,126200,670,356128,10,2021-02-06 10:40:00
2021.02.06,10:45:00,126100,126500,125600,126000,1050,754771,10,2021-02-06 10:45:00
2021.02.06,10:50:00,126000,126160,125750,125770,617,489268,10,2021-02-06 10:50:00
2021.02.06,10:55:00,125760,125770,125220,125230,931,603670,10,2021-02-06 10:55:00
2021.02.06,11:00:00,125230,125240,125210,125210,2528,1824464,10,2021-02-06 11:00:00
2021.02.06,11:05:00,125210,128900,125210,128900,1984,2680508,10,2021-02-06 11:05:00
2021.02.06,11:10:00,128790,129930,126900,128000,2008,2200958,10,2021-02-06 11:10:00
2021.02.06,11:15:00,128000,128500,126900,127520,1023,1071194,10,2021-02-06 11:15:00
2021.02.06,11:20:00,127800,129300,127520,128500,1288,1449786,10,2021-02-06 11:20:00
2021.02.06,11:25:00,128120,128450,127500,128330,674,808489,10,2021-02-06 11:25:00
2021.02.06,11:30:00,128330,130190,128000,129750,1491,1313120,10,2021-02-06 11:30:00
2021.02.06,11:35:00,129770,130300,128560,128600,1163,1043340,10,2021-02-06 11:35:00
2021.02.06,11:40:00,128600,128800,127850,127850,801,749394,10,2021-02-06 11:40:00
2021.02.06,11:45:00,127820,128100,127300,127300,665,413838,10,2021-02-06 11:45:00
2021.02.06,11:50:00,127210,127500,126750,126750,774,568568,10,2021-02-06 11:50:00
2021.02.06,11:55:00,126760,127070,126350,126580,647,366210,10,2021-02-06 11:55:00
2021.02.06,12:00:00,126580,126990,126350,126400,606,374107,10,2021-02-06 12:00:00
2021.02.06,12:05:00,126350,126400,125530,125600,1051,656134,10,2021-02-06 12:05:00
2021.02.06,12:10:00,125600,126500,125250,126000,1210,955468,10,2021-02-06 12:10:00
2021.02.06,12:15:00,126000,126000,125210,125210,1952,1241887,10,2021-02-06 12:15:00
2021.02.06,12:20:00,125210,125210,125210,125210,449,190560,6710,2021-02-06 12:20:00
2021.02.06,12:25:00,125210,125210,125210,125210,494,292902,6710,2021-02-06 12:25:00
2021.02.06,12:30:00,125210,125210,125210,125210,1,500,6710,2021-02-06 12:30:00
